rank,ticker,crossings,hits,hit_rate,avg_return_30d,avg_return_60d,avg_return_90d,market_cap,sector,in_preferred,hr_pre-covi,hr_covid+re,hr_ai_cycle
470,ECPG,5,4,0.8,0.0543,0.0795,0.1333,1281792259,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,False,,,0.8
471,ERO,5,4,0.8,0.219,0.2585,0.303,3191508602,,False,,,0.8
472,ESTA,5,4,0.8,0.1972,0.2553,0.2879,2167716952,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",False,,,0.8
473,FLEX,5,4,0.8,0.0536,0.1661,0.2084,23619372877,PRINTED CIRCUIT BOARDS,False,,,0.8
474,GLDD,5,4,0.8,0.0616,0.1383,0.1882,1150095684,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,False,,,0.8
475,GRAL,5,4,0.8,0.2827,0.4132,0.5316,3800766742,SERVICES-MEDICAL LABORATORIES,False,,,0.8
476,HLF,5,4,0.8,0.2167,0.2399,0.3545,1642640448,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",False,,,0.8
477,HMY,5,4,0.8,0.1352,0.244,0.2867,13110005607,,False,,,0.8
478,HOOD,5,4,0.8,0.2171,0.4514,0.6686,68473920979,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",False,,,0.8
479,NNE,5,4,0.8,0.186,0.2999,0.3883,1254418473,ELECTRIC SERVICES,False,,,0.8
480,KEP,5,4,0.8,0.1151,0.2657,0.4264,27630133874,,False,,,0.8
481,IMO,5,4,0.8,0.0338,0.0832,0.1414,57915936000,PETROLEUM REFINING,False,,,0.8
482,INBX,5,4,0.8,0.2197,0.6953,0.9947,1102415340,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.8
483,IRTC,5,4,0.8,0.1077,0.1568,0.2384,4646322612,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,0.8
484,JKS,5,4,0.8,0.0686,0.1607,0.2144,1371888832,,False,,,0.8
485,LVS,5,4,0.8,0.0822,0.1355,0.1941,38399697819,Consumer Discretionary,True,,,0.8
486,KLAC,5,4,0.8,0.0468,0.1276,0.2478,191913198463,Semiconductors,False,,,0.8
487,KNF,5,4,0.8,0.0936,0.1391,0.1489,4576764607,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),False,,,0.8
488,LDOS,5,4,0.8,0.0305,0.1098,0.1267,22540866823,Industrials,False,,,0.8
489,MU,5,4,0.8,0.2462,0.4162,0.5752,463327142383,Semiconductors,True,,,0.8
490,MLI,5,4,0.8,0.0482,0.0891,0.1572,13261688359,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,False,,,0.8
491,NVT,5,4,0.8,0.0563,0.1542,0.2174,18273969037,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),False,,,0.8
492,NYT,5,4,0.8,0.0972,0.1575,0.1694,11841736716,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,False,,,0.8
493,TYRA,5,4,0.8,0.1661,0.3756,0.662,1493885023,PHARMACEUTICAL PREPARATIONS,False,,,0.8
494,NTRA,5,4,0.8,0.0791,0.1424,0.2294,28758592017,SERVICES-MEDICAL LABORATORIES,False,,,0.8
495,UAL,5,4,0.8,0.1268,0.1607,0.2036,35381324817,Industrials,False,,,0.8
496,PATH,5,4,0.8,0.2661,0.2822,0.3084,6053366422,SERVICES-PREPACKAGED SOFTWARE,False,,,0.8
497,PSTG,5,4,0.8,0.1317,0.1587,0.1831,24383176278,COMPUTER STORAGE DEVICES,False,,,0.8
498,PTON,5,4,0.8,0.0952,0.1175,0.1406,1808328632,"SPORTING & ATHLETIC GOODS, NEC",False,,,0.8
499,RDWR,5,4,0.8,0.0469,0.1448,0.2035,1212687387,,False,,,0.8
500,ROAD,5,4,0.8,0.1497,0.2972,0.3305,7569104307,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,False,,,0.8
501,SEE,5,4,0.8,0.0983,0.153,0.2359,6175079193,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",False,,,0.8
502,SGML,5,4,0.8,0.0845,0.3108,0.5857,1486976119,,False,,,0.8
503,STLD,5,4,0.8,0.0715,0.1284,0.1987,27991961773,Materials,False,,,0.8
504,SYF,5,4,0.8,0.1053,0.1966,0.2434,24811422395,Financials,False,,,0.8
505,TDW,5,4,0.8,0.0854,0.1504,0.2246,3465951569,WATER TRANSPORTATION,False,,,0.8
506,TIGR,5,4,0.8,0.1144,0.1661,0.2057,1428250176,,False,,,0.8
507,TNK,5,4,0.8,0.163,0.1858,0.2109,2436723910,,False,,,0.8
508,TVTX,5,4,0.8,0.2746,0.3842,0.5307,2489120137,PHARMACEUTICAL PREPARATIONS,False,,,0.8
509,VIAV,5,4,0.8,0.0941,0.1497,0.4544,6083225880,SEMICONDUCTORS & RELATED DEVICES,False,,,0.8
510,VIRT,5,4,0.8,0.043,0.0745,0.1422,3255322993,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",False,,,0.8
511,VNET,5,4,0.8,0.116,0.2277,0.3232,3712557433,,False,,,0.8
512,VSEC,5,4,0.8,0.0601,0.0836,0.177,5670428623,SERVICES-ENGINEERING SERVICES,False,,,0.8
513,WBD,5,4,0.8,0.0932,0.2692,0.3378,69400832397,Communication Services,False,,,0.8
514,XERS,5,4,0.8,0.2772,0.3435,0.4568,1131603650,PHARMACEUTICAL PREPARATIONS,False,,,0.8
515,XMTR,5,4,0.8,0.1159,0.2344,0.267,2840145095,"SERVICES-BUSINESS SERVICES, NEC",False,,,0.8
516,FSLR,9,7,0.7778,0.1337,0.231,0.3144,24214082016,Semiconductors,False,,,0.7778
517,GH,9,7,0.7778,0.1544,0.186,0.3154,13617333041,SERVICES-MEDICAL LABORATORIES,False,,,0.7778
518,KALU,9,7,0.7778,0.1071,0.1593,0.1999,2275520264,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,False,,,0.7778
519,ABCB,4,3,0.75,0.0536,0.0934,0.1252,5715234990,STATE COMMERCIAL BANKS,False,,,0.75
520,ACHR,4,3,0.75,0.2447,0.2749,0.3113,4969919019,AIRCRAFT,False,,,0.75
521,ELV,4,3,0.75,0.0394,0.0992,0.1,76540378515,Health Care,False,,,0.75
522,ELVN,8,6,0.75,0.0655,0.0986,0.1628,1585760310,PHARMACEUTICAL PREPARATIONS,False,,,0.75
523,AES,4,3,0.75,0.0672,0.0844,0.1249,11593328968,Utilities,False,,,0.75
524,AGIO,4,3,0.75,0.0801,0.1467,0.1968,1638237129,PHARMACEUTICAL PREPARATIONS,False,,,0.75
525,AL,4,3,0.75,0.0581,0.1056,0.1518,7252051959,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",False,,,0.75
526,ALG,4,3,0.75,0.0381,0.0815,0.1429,2554416839,FARM MACHINERY & EQUIPMENT,False,,,0.75
527,ALV,4,3,0.75,0.0452,0.0888,0.1283,9336006000,MOTOR VEHICLE PARTS & ACCESSORIES,False,,,0.75
528,AMBA,4,3,0.75,0.0632,0.1301,0.1794,2850372678,SEMICONDUCTORS & RELATED DEVICES,False,,,0.75
529,AMRX,4,3,0.75,0.0601,0.1144,0.1999,4658858474,PHARMACEUTICAL PREPARATIONS,False,,,0.75
530,AN,4,3,0.75,0.0585,0.0902,0.1559,7003198146,RETAIL-AUTO DEALERS & GASOLINE STATIONS,False,,,0.75
531,ANIP,4,3,0.75,0.0788,0.1891,0.2181,1737363876,PHARMACEUTICAL PREPARATIONS,False,,,0.75
532,AORT,4,3,0.75,0.0424,0.1171,0.16,1751053800,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,0.75
533,APLD,4,3,0.75,0.4732,0.6999,0.9417,9863787835,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,False,,,0.75
534,APLS,4,3,0.75,0.2226,0.3045,0.3592,2745597230,PHARMACEUTICAL PREPARATIONS,False,,,0.75
535,ARDX,4,3,0.75,0.132,0.2173,0.3029,1669233482,PHARMACEUTICAL PREPARATIONS,False,,,0.75
536,AXSM,4,3,0.75,0.057,0.1076,0.2072,9135274494,PHARMACEUTICAL PREPARATIONS,False,,,0.75
537,BANC,4,3,0.75,0.0438,0.105,0.1437,3109111480,NATIONAL COMMERCIAL BANKS,False,,,0.75
538,BBAR,4,3,0.75,0.2809,0.3059,0.3743,3304549692,,False,,,0.75
539,BWLP,4,3,0.75,0.1119,0.1663,0.2435,2531962584,,False,,,0.75
540,BCH,4,3,0.75,0.1303,0.1515,0.1697,21981316869,,False,,,0.75
541,BCS,4,3,0.75,0.0649,0.1043,0.172,87297571137,,False,,,0.75
542,BE,4,3,0.75,0.2526,0.8601,1.5886,39203807564,Clean Energy,False,,,0.75
543,BEP,4,3,0.75,0.0577,0.0837,0.1252,9721237552,,False,,,0.75
544,BFH,4,3,0.75,0.0401,0.1179,0.1591,3191517000,PERSONAL CREDIT INSTITUTIONS,False,,,0.75
545,BRKR,4,3,0.75,0.1312,0.2548,0.3124,5547371167,LABORATORY ANALYTICAL INSTRUMENTS,False,,,0.75
546,BSAC,4,3,0.75,0.0628,0.1199,0.179,16795261051,,False,,,0.75
547,CAH,4,3,0.75,0.0565,0.109,0.1294,51955423172,Health Care,False,,,0.75
548,CCK,4,3,0.75,0.0241,0.0842,0.126,12565982830,METAL CANS,False,,,0.75
549,CENX,4,3,0.75,0.1173,0.1935,0.289,4297464252,PRIMARY PRODUCTION OF ALUMINUM,False,,,0.75
550,CEPU,4,3,0.75,0.344,0.4286,0.4938,2336198380,,False,,,0.75
551,CFLT,4,3,0.75,0.045,0.166,0.1747,10929615950,SERVICES-PREPACKAGED SOFTWARE,False,,,0.75
552,CIGI,4,3,0.75,0.0578,0.1186,0.1647,5776236388,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),False,,,0.75
553,CLDX,8,6,0.75,0.0661,0.1166,0.1762,1528337833,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,False,,,0.75
554,CMPR,4,3,0.75,0.0633,0.1366,0.1918,1803661209,COMMERCIAL PRINTING,False,,,0.75
555,CYTK,4,3,0.75,0.1087,0.2388,0.4211,8101274195,PHARMACEUTICAL PREPARATIONS,False,,,0.75
556,CNR,4,3,0.75,0.0514,0.0902,0.1818,4667010000,BITUMINOUS COAL & LIGNITE MINING,False,,,0.75
557,COIN,4,3,0.75,0.1978,0.3234,0.3778,44310139132,Financials,False,,,0.75
558,CRC,4,3,0.75,0.0404,0.1029,0.129,5083635112,CRUDE PETROLEUM & NATURAL GAS,False,,,0.75
559,CRDO,4,3,0.75,0.2825,0.4705,0.6071,21935915955,SEMICONDUCTORS & RELATED DEVICES,False,,,0.75
560,CTVA,4,3,0.75,0.0898,0.1356,0.1577,50459475720,Materials,False,,,0.75
561,CUBI,4,3,0.75,0.0561,0.1259,0.1415,2486727648,STATE COMMERCIAL BANKS,False,,,0.75
562,CWEN,4,3,0.75,0.0994,0.1177,0.1203,4871529129,ELECTRIC SERVICES,False,,,0.75
563,DB,4,3,0.75,0.0971,0.1292,0.1976,67405226308,,False,,,0.75
564,DBVT,4,3,0.75,0.3008,0.4911,0.6735,1148631542,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.75
565,DHI,4,3,0.75,0.1053,0.2107,0.241,48606435613,Consumer Discretionary,False,,,0.75
566,DNLI,4,3,0.75,0.0581,0.1539,0.2056,2931092492,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.75
567,EA,4,3,0.75,0.066,0.1034,0.1311,50205899902,Software,False,,,0.75
568,NHC,4,3,0.75,0.0866,0.1236,0.1556,2632783281,SERVICES-SKILLED NURSING CARE FACILITIES,False,,,0.75
569,EVR,4,3,0.75,0.1472,0.2448,0.3294,12465183546,INVESTMENT ADVICE,False,,,0.75
570,EXK,4,3,0.75,0.1249,0.2965,0.4136,3456585613,,False,,,0.75
571,EYE,4,3,0.75,0.1283,0.1864,0.438,2238115726,OPHTHALMIC GOODS,False,,,0.75
572,FCFS,4,3,0.75,0.0345,0.104,0.1341,8000376355,RETAIL-MISCELLANEOUS RETAIL,False,,,0.75
573,GRND,4,3,0.75,0.0812,0.1701,0.2586,1862119939,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",False,,,0.75
574,GT,4,3,0.75,0.0849,0.1442,0.1977,2702172104,TIRES & INNER TUBES,False,,,0.75
575,GTLS,4,3,0.75,0.1245,0.1264,0.1693,9294922091,FABRICATED PLATE WORK (BOILER SHOPS),False,,,0.75
576,FROG,4,3,0.75,0.1896,0.1902,0.2764,6114407261,SERVICES-PREPACKAGED SOFTWARE,False,,,0.75
577,FSM,4,3,0.75,0.1001,0.1758,0.2508,3373122845,,False,,,0.75
578,GENI,8,6,0.75,0.1181,0.1439,0.1476,1382177914,,False,,,0.75
579,GGAL,4,3,0.75,0.4186,0.4186,0.4601,7385554650,,False,,,0.75
580,GLBE,4,3,0.75,0.0404,0.043,0.0707,5373527439,,False,,,0.75
581,GMED,4,3,0.75,0.122,0.1476,0.2638,11789892132,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,0.75
582,GOOS,4,3,0.75,0.188,0.2604,0.3184,1187880931,,False,,,0.75
583,HG,4,3,0.75,0.0542,0.0664,0.1261,3040353934,"FIRE, MARINE & CASUALTY INSURANCE",False,,,0.75
584,HIMS,4,3,0.75,0.2779,0.2779,0.284,3710670778,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,False,,,0.75
585,IBKR,4,3,0.75,0.0982,0.1657,0.2545,33290967745,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",False,,,0.75
586,IMAX,4,3,0.75,0.086,0.1084,0.1608,1941065538,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,False,,,0.75
587,IMVT,4,3,0.75,0.1509,0.2844,0.3423,5240953635,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.75
588,INCY,4,3,0.75,0.0693,0.1495,0.2104,20120364534,Biotechnology,False,,,0.75
589,INTC,4,3,0.75,0.1616,0.2888,0.4123,233724402763,Semiconductors,False,,,0.75
590,JBL,4,3,0.75,0.1069,0.2445,0.3716,26882443072,Technology,False,,,0.75
591,KMT,4,3,0.75,0.1203,0.1605,0.2714,3016710175,"MACHINE TOOLS, METAL CUTTING TYPES",False,,,0.75
592,KN,4,3,0.75,0.0488,0.0833,0.1399,2317293208,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,False,,,0.75
593,KWR,4,3,0.75,0.0906,0.1349,0.1647,3109761876,MISCELLANEOUS PRODUCTS OF PETROLEUM & COAL,False,,,0.75
594,LAR,4,3,0.75,0.2299,0.4354,0.4416,1121921420,,False,,,0.75
595,LAUR,4,3,0.75,0.0443,0.1284,0.1783,5124025762,SERVICES-EDUCATIONAL SERVICES,False,,,0.75
596,LGND,4,3,0.75,0.117,0.2477,0.3048,3618090587,PHARMACEUTICAL PREPARATIONS,False,,,0.75
597,LION,4,3,0.75,0.0043,0.1184,0.1637,2347614787,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,False,,,0.75
598,LOGI,4,3,0.75,0.0359,0.0931,0.129,13106517661,"COMPUTER PERIPHERAL EQUIPMENT, NEC",False,,,0.75
599,MTD,4,3,0.75,0.0427,0.0712,0.1216,27661648987,Health Care,False,,,0.75
600,MCK,4,3,0.75,0.0964,0.1292,0.1393,114495149496,Health Care,False,,,0.75
601,MEDP,4,3,0.75,0.0506,0.1296,0.1612,12148040562,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,False,,,0.75
602,MGA,4,3,0.75,0.0359,0.0965,0.1331,19261033072,,False,,,0.75
603,MHO,4,3,0.75,0.1607,0.2314,0.2314,3911293976,OPERATIVE BUILDERS,False,,,0.75
604,MIR,4,3,0.75,0.086,0.1832,0.2196,5650970659,"MEASURING & CONTROLLING DEVICES, NEC",False,,,0.75
605,NWG,4,3,0.75,0.0696,0.1195,0.1582,64051468224,,False,,,0.75
606,NX,4,3,0.75,0.0554,0.0913,0.1462,1012482336,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,False,,,0.75
607,MSFT,4,3,0.75,0.0475,0.1247,0.1794,2980053460780,Software,False,,,0.75
608,NEU,4,3,0.75,0.0815,0.1498,0.2279,5570757379,INDUSTRIAL ORGANIC CHEMICALS,False,,,0.75
609,NEXT,4,3,0.75,0.1135,0.2516,0.28,1376967321,NATURAL GAS TRANSMISSION & DISTRIBUTION,False,,,0.75
610,NUE,4,3,0.75,0.0828,0.1041,0.1773,41933772088,Materials,False,,,0.75
611,PEGA,4,3,0.75,0.0505,0.0776,0.1347,7412566946,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,False,,,0.75
612,OCUL,4,3,0.75,0.0685,0.2019,0.3895,1933102997,PHARMACEUTICAL PREPARATIONS,False,,,0.75
613,OI,4,3,0.75,0.0743,0.1658,0.1898,2253428197,GLASS CONTAINERS,False,,,0.75
614,OSK,4,3,0.75,0.115,0.2068,0.3097,10821548894,MOTOR VEHICLES & PASSENGER CAR BODIES,False,,,0.75
615,OUT,4,3,0.75,0.065,0.0964,0.2262,4187553257,REAL ESTATE INVESTMENT TRUSTS,False,,,0.75
616,PAGS,4,3,0.75,0.1044,0.1484,0.1551,3069855289,,False,,,0.75
617,PATK,4,3,0.75,0.0204,0.1065,0.1477,4761809337,MOTOR VEHICLE PARTS & ACCESSORIES,False,,,0.75
618,PLPC,4,3,0.75,0.0792,0.1332,0.1929,1367720046,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",False,,,0.75
619,PM,4,3,0.75,0.0763,0.1221,0.1412,291892987858,Consumer Staples,False,,,0.75
620,SBET,4,3,0.75,10.8466,10.8466,10.8466,1347348358,SERVICES-PREPACKAGED SOFTWARE,False,,,0.75
621,SBH,4,3,0.75,0.1391,0.3516,0.4264,1583183844,"RETAIL-RETAIL STORES, NEC",False,,,0.75
622,RBLX,4,3,0.75,0.2446,0.4428,0.55,44768960988,SERVICES-PREPACKAGED SOFTWARE,False,,,0.75
623,RCL,4,3,0.75,0.1499,0.2714,0.3246,86463550921,Consumer Discretionary,True,,,0.75
624,RDDT,4,3,0.75,0.1093,0.3471,0.4013,26678147235,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,False,,,0.75
625,RDW,4,3,0.75,0.4236,0.5411,0.5411,1324509279,GUIDED MISSILES & SPACE VEHICLES & PARTS,False,,,0.75
626,RERE,4,3,0.75,0.1429,0.304,0.3106,1254570103,,False,,,0.75
627,RIG,8,6,0.75,0.1133,0.1841,0.2256,7205001202,DRILLING OIL & GAS WELLS,False,,,0.75
628,ROG,4,3,0.75,0.0421,0.0796,0.1292,1938549147,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",False,,,0.75
629,ROKU,4,3,0.75,0.113,0.1865,0.2248,13306524496,CABLE & OTHER PAY TELEVISION SERVICES,False,,,0.75
630,RSI,4,3,0.75,0.114,0.2246,0.3036,1569528414,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,False,,,0.75
631,RVLV,4,3,0.75,0.0343,0.0956,0.1876,1789775931,RETAIL-CATALOG & MAIL-ORDER HOUSES,False,,,0.75
632,SQM,4,3,0.75,0.1554,0.2285,0.3285,20254576965,,False,,,0.75
633,SCCO,4,3,0.75,0.0743,0.1213,0.1726,163560345300,METAL MINING,False,,,0.75
634,SGHC,4,3,0.75,0.1888,0.2144,0.3457,4530512833,,False,,,0.75
635,SGI,4,3,0.75,0.0657,0.1283,0.1694,20159531858,HOUSEHOLD FURNITURE,False,,,0.75
636,SIG,4,3,0.75,0.0771,0.1464,0.2288,3665261379,RETAIL-JEWELRY STORES,False,,,0.75
637,SKWD,4,3,0.75,0.0828,0.1509,0.1643,1998543039,"FIRE, MARINE & CASUALTY INSURANCE",False,,,0.75
638,SKYW,4,3,0.75,0.0444,0.0928,0.1133,4177623263,"AIR TRANSPORTATION, SCHEDULED",False,,,0.75
639,ULCC,4,3,0.75,0.1376,0.2095,0.2231,1221028151,"AIR TRANSPORTATION, SCHEDULED",False,,,0.75
640,SMR,4,3,0.75,0.489,0.6174,0.8479,4047490227,Nuclear,True,,,0.75
641,SNOW,4,3,0.75,0.1192,0.1819,0.1874,62379638000,SERVICES-PREPACKAGED SOFTWARE,False,,,0.75
642,SOFI,8,6,0.75,0.1481,0.2362,0.3407,24780327575,FINANCE SERVICES,False,,,0.75
643,SONO,4,3,0.75,0.0738,0.1615,0.1741,1874734910,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,False,,,0.75
644,STNG,4,3,0.75,0.0847,0.1637,0.197,3649794322,,False,,,0.75
645,STVN,4,3,0.75,0.1024,0.133,0.148,4370789140,,False,,,0.75
646,UMC,4,3,0.75,0.0627,0.1107,0.1639,26233717822,,False,,,0.75
647,TEL,4,3,0.75,0.035,0.0606,0.1537,69306240939,Technology,False,,,0.75
648,URI,4,3,0.75,0.0614,0.1295,0.1704,54781298686,Industrials,False,,,0.75
649,UTI,4,3,0.75,0.1823,0.2057,0.2057,1669872357,SERVICES-EDUCATIONAL SERVICES,False,,,0.75
650,TPR,4,3,0.75,0.0954,0.1373,0.2571,31138997497,Consumer Discretionary,False,,,0.75
651,UNIT,4,3,0.75,0.2481,0.2739,0.3054,1998343676,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),False,,,0.75
652,WPM,4,3,0.75,0.0596,0.1054,0.1338,66241209567,,False,,,0.75
653,VERA,4,3,0.75,0.142,0.1539,0.2407,2997066495,PHARMACEUTICAL PREPARATIONS,False,,,0.75
654,VIK,4,3,0.75,0.0984,0.1789,0.2493,33368367217,,False,,,0.75
655,VSCO,4,3,0.75,0.1175,0.272,0.4114,4698942810,RETAIL-WOMEN'S CLOTHING STORES,False,,,0.75
656,VST,4,3,0.75,0.1552,0.2331,0.2959,58105183280,Nuclear,False,,,0.75
657,FER,7,5,0.7143,0.0746,0.1343,0.1646,51880231947,Aerospace & Defense,False,,,0.7143
658,GLUE,7,5,0.7143,0.2295,0.4366,0.7634,1366270277,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.7143
659,KRYS,7,5,0.7143,0.0655,0.1191,0.2452,8016364127,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.7143
660,KW,7,5,0.7143,0.0782,0.1368,0.1773,1363874456,REAL ESTATE,False,,,0.7143
661,LB,7,5,0.7143,0.1627,0.2344,0.2344,1816442484,OIL ROYALTY TRADERS,False,,,0.7143
662,PLTR,7,5,0.7143,0.173,0.2694,0.3106,313207369176,Software,True,,,0.7143
663,SHG,7,5,0.7143,0.0963,0.1989,0.2426,33145113958,,False,,,0.7143
664,TALO,7,5,0.7143,0.0966,0.1048,0.1462,2230252688,CRUDE PETROLEUM & NATURAL GAS,False,,,0.7143
665,TXG,7,5,0.7143,0.177,0.2351,0.379,2313766881,LABORATORY ANALYTICAL INSTRUMENTS,False,,,0.7143
666,VAL,7,5,0.7143,0.066,0.12,0.1728,6643399658,DRILLING OIL & GAS WELLS,False,,,0.7143
667,ELF,3,2,0.6667,0.3194,0.4083,0.4083,4812757478,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",False,,,0.6667
668,AAP,3,2,0.6667,0.0496,0.2525,0.2571,3532309118,RETAIL-AUTO & HOME SUPPLY STORES,False,,,0.6667
669,ABEV,3,2,0.6667,0.094,0.1129,0.1517,48567393745,,False,,,0.6667
670,ACM,3,2,0.6667,0.1208,0.1611,0.1867,11417478385,SERVICES-ENGINEERING SERVICES,False,,,0.6667
671,ACT,3,2,0.6667,0.0903,0.1075,0.1125,6250892753,"INSURANCE AGENTS, BROKERS & SERVICE",False,,,0.6667
672,ADNT,3,2,0.6667,0.1744,0.2701,0.3216,2122260642,MOTOR VEHICLE PARTS & ACCESSORIES,False,,,0.6667
673,AER,3,2,0.6667,0.043,0.0644,0.1032,24481117648,,False,,,0.6667
674,AGYS,3,2,0.6667,0.0927,0.1114,0.1114,2290822130,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,False,,,0.6667
675,AIT,3,2,0.6667,0.0535,0.0535,0.1153,10438714809,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",False,,,0.6667
676,ALK,3,2,0.6667,0.06,0.0745,0.1108,6336232941,"AIR TRANSPORTATION, SCHEDULED",False,,,0.6667
677,ALLE,3,2,0.6667,0.1028,0.1305,0.1819,15442735563,Industrials,False,,,0.6667
678,EMR,3,2,0.6667,0.0657,0.1171,0.1417,83249060000,Industrials,False,,,0.6667
679,APPF,3,2,0.6667,0.1048,0.1117,0.1117,6420963054,SERVICES-PREPACKAGED SOFTWARE,False,,,0.6667
680,ARGX,6,4,0.6667,0.0959,0.1252,0.1632,50865684395,,False,,,0.6667
681,AXGN,3,2,0.6667,0.1675,0.3054,0.3654,1667123047,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,False,,,0.6667
682,BAH,3,2,0.6667,0.0739,0.106,0.106,9565546935,SERVICES-MANAGEMENT CONSULTING SERVICES,False,,,0.6667
683,BFC,6,4,0.6667,0.0848,0.1099,0.1352,1637826686,NATIONAL COMMERCIAL BANKS,False,,,0.6667
684,BIO,3,2,0.6667,0.09,0.0983,0.1757,6920663667,LABORATORY ANALYTICAL INSTRUMENTS,False,,,0.6667
685,BIRK,3,2,0.6667,0.0901,0.1647,0.1647,7319461028,,False,,,0.6667
686,BKE,6,4,0.6667,0.0543,0.1083,0.1723,2734321659,RETAIL-FAMILY CLOTHING STORES,False,,,0.6667
687,BMA,3,2,0.6667,0.281,0.2872,0.4024,5536680717,,False,,,0.6667
688,BN,3,2,0.6667,0.0189,0.0489,0.0908,107268801594,,False,,,0.6667
689,BOKF,3,2,0.6667,0.0237,0.0678,0.0839,8136484449,NATIONAL COMMERCIAL BANKS,False,,,0.6667
690,BPOP,3,2,0.6667,0.0698,0.1059,0.141,9373555882,STATE COMMERCIAL BANKS,False,,,0.6667
691,BULL,3,2,0.6667,0.1109,0.1109,0.1109,3015919160,,False,,,0.6667
692,BURL,6,4,0.6667,0.0499,0.0783,0.1056,19027238804,RETAIL-DEPARTMENT STORES,False,,,0.6667
693,BV,3,2,0.6667,0.1491,0.221,0.2274,1287714000,,False,,,0.6667
694,CCB,3,2,0.6667,0.0596,0.1021,0.1056,1263751826,STATE COMMERCIAL BANKS,False,,,0.6667
695,CDNS,3,2,0.6667,0.0538,0.1232,0.1295,81513311460,Software,False,,,0.6667
696,CEG,3,2,0.6667,0.1493,0.1618,0.1955,104495327774,Nuclear,True,,,0.6667
697,CERT,3,2,0.6667,0.0688,0.1241,0.1241,1054389689,SERVICES-PREPACKAGED SOFTWARE,False,,,0.6667
698,CFG,3,2,0.6667,0.0504,0.1096,0.1535,27943665527,Financials,False,,,0.6667
699,CG,3,2,0.6667,0.0911,0.1809,0.2423,19474726000,INVESTMENT ADVICE,False,,,0.6667
700,CHDN,3,2,0.6667,0.0807,0.1241,0.1241,6222592936,"SERVICES-RACING, INCLUDING TRACK OPERATION",False,,,0.6667
701,CHTR,3,2,0.6667,0.0444,0.0886,0.1207,30276337289,Communication Services,False,,,0.6667
702,CIB,6,4,0.6667,0.0758,0.0959,0.2396,18375565054,,False,,,0.6667
703,CME,3,2,0.6667,0.0713,0.094,0.1162,108957431250,Financials,False,,,0.6667
704,CMP,3,2,0.6667,0.2576,0.2927,0.392,1004299919,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),False,,,0.6667
